base-nopref,P1,sonnet,2,2
base-nopref,P2,sonnet,2,2
base-nopref,P3,sonnet,2,2
base-pref,P1,sonnet,6,3
base-pref,P2,sonnet,2,0
base-pref,P3,sonnet,2,1
base-pref,P4,opus,4,0
base-pref,P4,sonnet,4,1
target-nopref,P1,sonnet,6,6
target-nopref,P2,sonnet,2,2
target-nopref,P3,sonnet,1,1
target-nopref,P4,sonnet,4,4
target-pref,P1,sonnet,6,0
target-pref,P2,sonnet,2,0
target-pref,P3,sonnet,1,0
target-pref,P4,opus,4,0
target-pref,P4,sonnet,4,2
variant,prompt,model,runs,runs_with_captain
